category,production,type,title,distributor,producer,year,page,page_id
Outstanding Directing For A Documentary/Nonfiction Program - 2021,"Jesse Moss, Directed by",Nominee,Boys State,Apple TV+,Apple / A24 / Concordia Studio / Mile End Films,2021,9,1
Outstanding Directing For A Documentary/Nonfiction Program - 2021,"Jeff Orlowski, Directed by",Nominee,The Social Dilemma,Netflix,An Exposure Labs Production in association with Argent Pictures for Netflix,2021,9,2
Outstanding Directing For A Documentary/Nonfiction Program - 2021,"Dan Lindsay, Directed by",Nominee,Tina,HBO,HBO Documentary Films presents a Lightbox Production,2021,9,3
Outstanding Directing For A Documentary/Nonfiction Program - 2021,"TJ Martin, Directed by",Nominee,Tina,HBO,HBO Documentary Films presents a Lightbox Production,2021,9,3
Outstanding Single-Camera Picture Editing For A Drama Series - 2021,"Paulo Pandolpho, Editor",Nominee,The Crown,Netflix,Left Bank Pictures in association with Sony Pictures Television for Netflix,2021,9,4
Outstanding Single-Camera Picture Editing For A Drama Series - 2021,"Wendy Hallam Martin, ACE, Editor",Nominee,The Handmaid's Tale,Hulu,"Hulu, MGM, Daniel Wilson Productions, The Littlefield Company, White Oak Pictures",2021,9,5
Outstanding Single-Camera Picture Editing For A Drama Series - 2021,"Andrew S. Eisen, ACE, Editor",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2021,9,6
Outstanding Single-Camera Picture Editing For A Drama Series - 2021,"Jeff Seibenick, Editor",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2021,9,7
Outstanding Single-Camera Picture Editing For A Drama Series - 2021,"Adam Gerstel, Editor",Nominee,The Mandalorian,Disney+,Lucasfilm Ltd.,2021,9,8
Outstanding Single-Camera Picture Editing For A Comedy Series - 2021,"Heather Persons, Editor",Nominee,The Flight Attendant,HBO Max,"HBO Max in association with Berlanti Productions, Yes, Norman Productions, and Warner Bros. Television",2021,9,9
Outstanding Single-Camera Picture Editing For A Comedy Series - 2021,"Susan Vaill, ACE, Editor",Nominee,Hacks,HBO Max,"Universal Television in association with Paulilu, First Thought Productions, Fremulon Productions, 3 Arts Entertainment",2021,9,10
Outstanding Single-Camera Picture Editing For A Comedy Series - 2021,"Jessica Brunetto, Editor",Nominee,Hacks,HBO Max,"Universal Television in association with Paulilu, First Thought Productions, Fremulon Productions, 3 Arts Entertainment",2021,10,1
Outstanding Single-Camera Picture Editing For A Comedy Series - 2021,"Ali Greer, Editor",Nominee,Hacks,HBO Max,"Universal Television in association with Paulilu, First Thought Productions, Fremulon Productions, 3 Arts Entertainment",2021,10,2
Outstanding Single-Camera Picture Editing For A Comedy Series - 2021,"Melissa McCoy, Editor",Nominee,Ted Lasso,Apple TV+,Apple / Doozer Productions in association with Warner Bros. Television and Universal Television,2021,10,3
Outstanding Multi-Camera Picture Editing For A Comedy Series - 2021,"Sue Federman, ACE, Editor",Nominee,Man With A Plan,CBS,"Double Double Bonus Entertainment, 3 Arts Entertainment, CBS TV Studios",2021,10,4
Outstanding Multi-Camera Picture Editing For A Comedy Series - 2021,"Joe Bella, Editor",Nominee,Mom,CBS,"Chuck Lorre Productions, Inc. in association with Warner Bros. Television",2021,10,5
Outstanding Single-Camera Picture Editing For A Limited Or Anthology Series Or Movie - 2021,"Nona Khodai, ACE, Editor",Nominee,WandaVision,Disney+,Marvel Studios,2021,10,6
Outstanding Single-Camera Picture Editing For A Limited Or Anthology Series Or Movie - 2021,"Zene Baker, ACE, Editor",Nominee,WandaVision,Disney+,Marvel Studios,2021,10,7
Outstanding Single-Camera Picture Editing For A Limited Or Anthology Series Or Movie - 2021,"Michael A. Webber, Editor",Nominee,WandaVision,Disney+,Marvel Studios,2021,10,7
Outstanding Single-Camera Picture Editing For A Limited Or Anthology Series Or Movie - 2021,"Tim Roche, Additional Editor",Nominee,WandaVision,Disney+,Marvel Studios,2021,10,7
Outstanding Single-Camera Picture Editing For A Limited Or Anthology Series Or Movie - 2021,"Nona Khodai, ACE, Additional Editor",Nominee,WandaVision,Disney+,Marvel Studios,2021,10,7
Outstanding Picture Editing For Variety Programming - 2021,"Bo Burnham, Editor",Nominee,Bo Burnham: Inside,Netflix,Netflix,2021,10,8
Outstanding Picture Editing For Variety Programming - 2021,"Jonah Moran, Editor",Nominee,Hamilton,Disney+,"Lin-Manuel Miranda and Nevis Productions LLC, Old 320 Sycamore, and RadicalMedia",2021,10,9
Outstanding Picture Editing For Variety Programming - 2021,"Ryan Barger, Editor",Nominee,Last Week Tonight With John Oliver,HBO,HBO in association with Sixteen String Jack Productions and Avalon Television,2021,10,10
Outstanding Picture Editing For Variety Programming - 2021,"Anthony Miale, Editor",Nominee,Last Week Tonight With John Oliver,HBO,HBO in association with Sixteen String Jack Productions and Avalon Television,2021,10,10
Outstanding Picture Editing For Variety Programming - 2021,"Ryan Spears, Editor",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2021,11,1
Outstanding Picture Editing For Variety Programming - 2021,"Ryan McIlraith, Editor",Nominee,Saturday Night Live,NBC,SNL Studios in association with Universal Television and Broadway Video,2021,11,2
Outstanding Picture Editing For A Nonfiction Program - 2021,"Mikaela Shwer, Editor",Nominee,Allen v. Farrow,HBO,"HBO Documentary Films presents in association with Impact Partners and Chicago Media Project, a Jane Doe Films Production",2021,11,3
Outstanding Picture Editing For A Nonfiction Program - 2021,"Parker Laramie, Editor",Nominee,Allen v. Farrow,HBO,"HBO Documentary Films presents in association with Impact Partners and Chicago Media Project, a Jane Doe Films Production",2021,11,3
Outstanding Picture Editing For A Nonfiction Program - 2021,"Sara Newens, Editor",Nominee,Allen v. Farrow,HBO,"HBO Documentary Films presents in association with Impact Partners and Chicago Media Project, a Jane Doe Films Production",2021,11,3
Outstanding Picture Editing For A Nonfiction Program - 2021,"Derek Boonstra, Editor",Nominee,The Bee Gees: How Can You Mend A Broken Heart,HBO,HBO Documentary Films And Polygram Entertainment Present A Kennedy/Marshall Production and a White Horse Pictures Production in association with Diamond Docs,2021,11,4
Outstanding Picture Editing For A Nonfiction Program - 2021,"Robert A. Martinez, Editor",Nominee,The Bee Gees: How Can You Mend A Broken Heart,HBO,HBO Documentary Films And Polygram Entertainment Present A Kennedy/Marshall Production and a White Horse Pictures Production in association with Diamond Docs,2021,11,4
Outstanding Picture Editing For A Nonfiction Program - 2021,"Greg Finton, ACE, Editor",Nominee,Billie Eilish: The World’s A Little Blurry,Apple TV+,Apple / Interscope Films / The Darkroom / This Machine / Lighthouse Management & Media,2021,11,5
Outstanding Picture Editing For A Nonfiction Program - 2021,"Lindsay Utz, ACE, Editor",Nominee,Billie Eilish: The World’s A Little Blurry,Apple TV+,Apple / Interscope Films / The Darkroom / This Machine / Lighthouse Management & Media,2021,11,5
Outstanding Picture Editing For A Nonfiction Program - 2021,"Azin Samari, Additional Editor",Nominee,Billie Eilish: The World’s A Little Blurry,Apple TV+,Apple / Interscope Films / The Darkroom / This Machine / Lighthouse Management & Media,2021,11,5
Outstanding Picture Editing For A Nonfiction Program - 2021,"Martin Elsbury, Editor",Nominee,David Attenborough: A Life On Our Planet,Netflix,A Silverback Films and WWF Production for Netflix,2021,11,6
Outstanding Picture Editing For A Nonfiction Program - 2021,"Charles Dyer, Additional Editor",Nominee,David Attenborough: A Life On Our Planet,Netflix,A Silverback Films and WWF Production for Netflix,2021,11,6
Outstanding Picture Editing For A Nonfiction Program - 2021,"Geoff O'Brien, Editor",Nominee,Framing Britney Spears (The New York Times Presents),FX Networks,The New York Times and Left/Right,2021,11,7
Outstanding Picture Editing For A Nonfiction Program - 2021,"Pierre Takal, Editor",Nominee,Framing Britney Spears (The New York Times Presents),FX Networks,The New York Times and Left/Right,2021,11,7
Outstanding Picture Editing For A Nonfiction Program - 2021,"Tom Patterson, Lead Editor",Nominee,Q: Into The Storm,HBO,HBO Documentary Films in association with Hyrax Films and Hyperobject Industries,2021,11,8
Outstanding Picture Editing For A Nonfiction Program - 2021,"David Tillman, Editor",Nominee,Q: Into The Storm,HBO,HBO Documentary Films in association with Hyrax Films and Hyperobject Industries,2021,11,8
Outstanding Picture Editing For A Nonfiction Program - 2021,"Cullen Hoback, Editor",Nominee,Q: Into The Storm,HBO,HBO Documentary Films in association with Hyrax Films and Hyperobject Industries,2021,11,8
Outstanding Picture Editing For A Nonfiction Program - 2021,"Ted Woerner, Editor",Nominee,Q: Into The Storm,HBO,HBO Documentary Films in association with Hyrax Films and Hyperobject Industries,2021,11,8
Outstanding Picture Editing For A Nonfiction Program - 2021,"Evan Wise, Editor",Nominee,Q: Into The Storm,HBO,HBO Documentary Films in association with Hyrax Films and Hyperobject Industries,2021,11,8
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Eric Beetner, Editor",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,11,9
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Michael Bolanowski, Editor",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,11,9
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Kellen Cruden, Editor",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,11,9
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Christina Fontana, Editor",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,11,9
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Jay Gammill, Editor",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,11,9
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Katherine Griffin, Editor",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,11,9
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Jason Groothuis, Editor",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,11,9
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Darrick Lazo, Editor",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,11,9
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Ryan Leamy, Editor",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,11,9
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Joshua Lowry, Editor",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,11,9
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Gary Pennington, Editor",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,11,9
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Jason Pedroza, Editor",Nominee,The Amazing Race,CBS,"WorldRace Productions, Inc.",2021,11,9
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Kris Byrnes, Lead Editor",Nominee,Queer Eye,Netflix,Scout Productions Inc. and ITV Entertainment LLC for Netflix,2021,11,10
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Susan Maridueña Barrett, Editor",Nominee,Queer Eye,Netflix,Scout Productions Inc. and ITV Entertainment LLC for Netflix,2021,11,10
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Nathan Ochiltree, Editor",Nominee,Queer Eye,Netflix,Scout Productions Inc. and ITV Entertainment LLC for Netflix,2021,11,10
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Tony Zajkowski, Editor",Nominee,Queer Eye,Netflix,Scout Productions Inc. and ITV Entertainment LLC for Netflix,2021,11,10
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Carlos J. Gamarra, Editor",Nominee,Queer Eye,Netflix,Scout Productions Inc. and ITV Entertainment LLC for Netflix,2021,11,10
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Brian Ray, Editor",Nominee,Queer Eye,Netflix,Scout Productions Inc. and ITV Entertainment LLC for Netflix,2021,11,10
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Steve Lichtenstein, Lead Editor",Nominee,Top Chef,Bravo,"Magical Elves, LP",2021,12,1
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Mike Abitz, Editor",Nominee,Top Chef,Bravo,"Magical Elves, LP",2021,12,1
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Ericka Concha, Editor",Nominee,Top Chef,Bravo,"Magical Elves, LP",2021,12,1
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Tim Daniel, Editor",Nominee,Top Chef,Bravo,"Magical Elves, LP",2021,12,1
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"George Dybas, Editor",Nominee,Top Chef,Bravo,"Magical Elves, LP",2021,12,1
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Eric Lambert, Editor",Nominee,Top Chef,Bravo,"Magical Elves, LP",2021,12,1
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Matt Reynolds, Editor",Nominee,Top Chef,Bravo,"Magical Elves, LP",2021,12,1
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Daniel Ruiz, Editor",Nominee,Top Chef,Bravo,"Magical Elves, LP",2021,12,1
Outstanding Picture Editing For A Structured Reality Or Competition Program - 2021,"Dan Williams, Editor",Nominee,Top Chef,Bravo,"Magical Elves, LP",2021,12,1
Outstanding Picture Editing For An Unstructured Reality Program - 2021,"Garrett Hohendorf, Supervising Editor",Nominee,Below Deck,Bravo,51 Minds Entertainment,2021,12,2
Outstanding Picture Editing For An Unstructured Reality Program - 2021,"Cameron Teisher, Supervising Editor",Nominee,Below Deck,Bravo,51 Minds Entertainment,2021,12,2
Outstanding Picture Editing For An Unstructured Reality Program - 2021,"Michael Sparks, Lead Editor",Nominee,Below Deck,Bravo,51 Minds Entertainment,2021,12,2
Outstanding Picture Editing For An Unstructured Reality Program - 2021,"Josh Franco, Editor",Nominee,Below Deck,Bravo,51 Minds Entertainment,2021,12,2
Outstanding Picture Editing For An Unstructured Reality Program - 2021,"Allison Anastasio, Editor",Nominee,Below Deck,Bravo,51 Minds Entertainment,2021,12,2
